id,fixture_id,team_id,player_id,assist_id,type,detail,comments,elapsed,extra,minute,player_name,assist_name
322808,1224263,165,21393.0,,Goal,Normal Goal,,77,0,77,Serhou Guirassy,
322815,1224264,172,24963.0,,Goal,Normal Goal,,8,0,8,Atakan Karazor,
322828,1224264,172,162887.0,,Goal,Normal Goal,,80,0,80,Enzo Millot,
322834,1224266,186,23643.0,,Goal,Normal Goal,,15,0,15,Morgan Guilavogui,
322867,1226459,181,26523.0,,Goal,Normal Goal,,3,0,3,Luca Marseiler,
322869,1226459,745,24833.0,,Goal,Penalty,,15,0,15,Marlon Ritter,
322901,1231713,229,345427.0,,Goal,Normal Goal,,51,0,51,João Rêgo,
322902,1231713,235,331960.0,,Goal,Normal Goal,,55,0,55,Andre Silva,
322915,1231714,244,311158.0,,Goal,Normal Goal,,12,0,12,Werton,
322916,1231714,244,104439.0,,Goal,Normal Goal,,19,0,19,Jaime Pinto,
322919,1231714,4799,237292.0,,Goal,Normal Goal,,32,0,32,Dany Jean,
322922,1231714,4799,286961.0,,Goal,Normal Goal,,51,0,51,Manuel Pozo Guerrero,
322926,1231714,4799,304476.0,,Goal,Normal Goal,,61,0,61,Ethyan González,
322933,1231716,243,50178.0,,Goal,Normal Goal,,15,0,15,André Castro,
322935,1231716,243,414430.0,,Goal,Normal Goal,,27,0,27,Bryan Caicedo,
322941,1231716,243,441250.0,,Goal,Normal Goal,,69,0,69,Anhá Candé,
322950,1231717,218,427380.0,,Goal,Normal Goal,,1,0,1,Miro,
322951,1231717,4724,9650.0,,Goal,Normal Goal,,10,0,10,Reinaldo,
322952,1231717,4724,41589.0,,Goal,Normal Goal,,23,0,23,Anthony Carter,
322968,1231718,810,24966.0,,Goal,Normal Goal,,45,0,45,Heinz Mörschel,
322980,1231718,238,41443.0,,Goal,Own Goal,,90,0,90,João Reis,
322981,1231720,245,41473.0,,Goal,Normal Goal,,45,3,48,Vítor Gonçalves,
322983,1231720,245,49453.0,,Goal,Normal Goal,,86,0,86,Chris Kouakou,
322997,1231727,244,311158.0,,Goal,Normal Goal,,9,0,9,Werton,
322999,1231727,244,41968.0,,Goal,Normal Goal,,47,0,47,Simãozinho,
323030,1232021,222,42010.0,,Goal,Penalty,,34,0,34,Miguel Reisinho,
